RTPX7L, G, 0, -inf, -inf, inf
4W88SH, Y, 3, 3, 1, 3
TROFOM, Y, 4, 15, 1, 3
4W88SH, Y, 3, 3, 1, 3
ZHDMMH, B, 4, 3, 1, 3
4W88SH, Y, 3, 3, 1, 3
ZHDMMH, G, 4, 15, 1, 3
4W88SH, Y, 3, 3, 1, 3
ZHDMMH, Y, 4, 15, 1, 3
4W88SH, Y, 3, 3, 1, 3
FYJ5GS, R, 2, 3, 3, 6
57VQP8, B, 3, inf, 3, 6
4W88SH, G, 4, 20, 3, 6
57VQP8, B, 3, 20, 3, 6
4W88SH, R, 4, 10, 3, 6
57VQP8, B, 3, 10, 3, 6
4W88SH, Y, 4, 20, 3, 6
57VQP8, B, 3, 10, 3, 6
5WJZAB, G, 4, 20, 3, 6
57VQP8, B, 3, 10, 3, 6
5WJZAB, R, 4, 10, 3, 6
57VQP8, B, 3, 10, 3, 6
5WJZAB, Y, 4, 20, 3, 6
57VQP8, B, 3, 10, 3, 6
99AGNJ, B, 4, 8, 3, 6
57VQP8, B, 3, 8, 3, 6
99AGNJ, R, 4, 10, 3, 6
57VQP8, B, 3, 8, 3, 6
99AGNJ, Y, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
G6KWSZ, B, 4, 8, 3, 6
57VQP8, B, 3, 8, 3, 6
G6KWSZ, Y, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
LMDBW1, B, 4, 8, 3, 6
57VQP8, B, 3, 8, 3, 6
LMDBW1, G, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
LMDBW1, Y, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
OBP6OQ, B, 4, 8, 3, 6
57VQP8, B, 3, 8, 3, 6
OBP6OQ, G, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
OBP6OQ, Y, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
SH4601, G, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
SH4601, R, 4, 10, 3, 6
57VQP8, B, 3, 8, 3, 6
SH4601, Y, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
TI082Q, B, 4, 8, 3, 6
57VQP8, B, 3, 8, 3, 6
TI082Q, R, 4, 10, 3, 6
57VQP8, B, 3, 8, 3, 6
TI082Q, Y, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
TROFOM, G, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
TROFOM, R, 4, 10, 3, 6
57VQP8, B, 3, 8, 3, 6
TROFOM, Y, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
UD3BEB, G, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
UD3BEB, R, 4, 10, 3, 6
57VQP8, B, 3, 8, 3, 6
UD3BEB, Y, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
ZHDMMH, G, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
ZHDMMH, Y, 4, 20, 3, 6
57VQP8, B, 3, 8, 3, 6
FYJ5GS, R, 2, 8, 3, 6
3JRRBS, B, 1, 6, -inf, 6
FYJ5GS, Y, 2, -inf, -inf, 6
4W88SH, G, 3, inf, -inf, 6
57VQP8, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
5WJZAB, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
5WJZAB, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
5WJZAB, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
99AGNJ, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
99AGNJ, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
99AGNJ, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
G6KWSZ, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
G6KWSZ, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LMDBW1, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LMDBW1, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LMDBW1, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LYNPT4, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LYNPT4, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LYNPT4, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
OBP6OQ, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
OBP6OQ, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
OBP6OQ, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
SH4601, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
SH4601, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
SH4601, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
TI082Q, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
TI082Q, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
TI082Q, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
TROFOM, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
TROFOM, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
TROFOM, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
ZHDMMH, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
ZHDMMH, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
ZHDMMH, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
FYJ5GS, Y, 2, 11, -inf, 6
3JRRBS, B, 1, 6, -inf, 6
G6KWSZ, B, 2, -inf, -inf, 6
4W88SH, G, 3, inf, -inf, 6
57VQP8, B, 4, -1, -inf, 6
4W88SH, G, 3, -1, -inf, -1
57VQP8, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
5VHBF8, G, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
5VHBF8, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
5VHBF8, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
5WJZAB, G, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
5WJZAB, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
5WJZAB, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
99AGNJ, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
99AGNJ, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
FYJ5GS, G, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
FYJ5GS, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
FYJ5GS, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
LMDBW1, G, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
LMDBW1, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
LMDBW1, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
LYNPT4, B, 4, -1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
LYNPT4, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
LYNPT4, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
OBP6OQ, B, 4, -1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
OBP6OQ, G, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
OBP6OQ, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
SH4601, G, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
SH4601, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
SH4601, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
TI082Q, B, 4, -1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
TI082Q, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
TI082Q, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
TROFOM, G, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
TROFOM, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
TROFOM, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
G6KWSZ, B, 2, -1, -1, 6
4W88SH, R, 3, inf, -1, 6
57VQP8, B, 4, -9, -1, 6
4W88SH, R, 3, -9, -1, 6
G6KWSZ, B, 2, -1, -1, 6
4W88SH, Y, 3, inf, -1, 6
57VQP8, B, 4, 1, -1, 6
4W88SH, Y, 3, 1, -1, 1
57VQP8, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
5VHBF8, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
5VHBF8, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
5VHBF8, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
5WJZAB, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
5WJZAB, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
5WJZAB, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
99AGNJ, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
FYJ5GS, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
FYJ5GS, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
FYJ5GS, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
LMDBW1, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
LMDBW1, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
LMDBW1, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
LYNPT4, B, 4, 1, -1, 1
4W88SH, Y, 3, 1, -1, 1
LYNPT4, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
LYNPT4, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
OBP6OQ, B, 4, 1, -1, 1
4W88SH, Y, 3, 1, -1, 1
OBP6OQ, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
OBP6OQ, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
SH4601, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
SH4601, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
SH4601, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
TI082Q, B, 4, 1, -1, 1
4W88SH, Y, 3, 1, -1, 1
TI082Q, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
TI082Q, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
TROFOM, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
TROFOM, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
TROFOM, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
G6KWSZ, B, 2, 1, 1, 6
57VQP8, B, 3, inf, 1, 6
4W88SH, G, 4, 18, 1, 6
57VQP8, B, 3, 18, 1, 6
4W88SH, R, 4, 8, 1, 6
57VQP8, B, 3, 8, 1, 6
4W88SH, Y, 4, 18, 1, 6
57VQP8, B, 3, 8, 1, 6
5VHBF8, G, 4, 18, 1, 6
57VQP8, B, 3, 8, 1, 6
5VHBF8, R, 4, 8, 1, 6
57VQP8, B, 3, 8, 1, 6
5VHBF8, Y, 4, 18, 1, 6
57VQP8, B, 3, 8, 1, 6
5WJZAB, G, 4, 18, 1, 6
57VQP8, B, 3, 8, 1, 6
5WJZAB, R, 4, 8, 1, 6
57VQP8, B, 3, 8, 1, 6
5WJZAB, Y, 4, 18, 1, 6
57VQP8, B, 3, 8, 1, 6
99AGNJ, R, 4, 8, 1, 6
57VQP8, B, 3, 8, 1, 6
99AGNJ, Y, 4, 18, 1, 6
57VQP8, B, 3, 8, 1, 6
FYJ5GS, G, 4, 18, 1, 6
57VQP8, B, 3, 8, 1, 6
FYJ5GS, R, 4, 8, 1, 6
57VQP8, B, 3, 8, 1, 6
FYJ5GS, Y, 4, 18, 1, 6
57VQP8, B, 3, 8, 1, 6
LMDBW1, G, 4, 18, 1, 6
57VQP8, B, 3, 8, 1, 6
LMDBW1, R, 4, 8, 1, 6
57VQP8, B, 3, 8, 1, 6
LMDBW1, Y, 4, 18, 1, 6
57VQP8, B, 3, 8, 1, 6
OBP6OQ, B, 4, 6, 1, 6
57VQP8, B, 3, 6, 1, 6
OBP6OQ, G, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
OBP6OQ, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
SH4601, G, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
SH4601, R, 4, 8, 1, 6
57VQP8, B, 3, 6, 1, 6
SH4601, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
TI082Q, B, 4, 6, 1, 6
57VQP8, B, 3, 6, 1, 6
TI082Q, R, 4, 8, 1, 6
57VQP8, B, 3, 6, 1, 6
TI082Q, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
TROFOM, G, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
TROFOM, R, 4, 8, 1, 6
57VQP8, B, 3, 6, 1, 6
TROFOM, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
UD3BEB, G, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
UD3BEB, R, 4, 8, 1, 6
57VQP8, B, 3, 6, 1, 6
UD3BEB, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
ZHDMMH, G, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
ZHDMMH, R, 4, 8, 1, 6
57VQP8, B, 3, 6, 1, 6
ZHDMMH, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
G6KWSZ, B, 2, 6, 1, 6
3JRRBS, B, 1, 6, -inf, 6
G6KWSZ, Y, 2, -inf, -inf, 6
4W88SH, G, 3, inf, -inf, 6
57VQP8, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
57VQP8, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
5VHBF8, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
5VHBF8, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
5VHBF8, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
5WJZAB, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
5WJZAB, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
5WJZAB, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
99AGNJ, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
99AGNJ, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
FYJ5GS, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
FYJ5GS, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
FYJ5GS, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LMDBW1, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LMDBW1, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LMDBW1, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LYNPT4, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LYNPT4, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LYNPT4, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
OBP6OQ, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
OBP6OQ, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
OBP6OQ, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
SH4601, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
SH4601, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
SH4601, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
TI082Q, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
TI082Q, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
TI082Q, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
TROFOM, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
TROFOM, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
TROFOM, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
G6KWSZ, Y, 2, 11, -inf, 6
3JRRBS, B, 1, 6, -inf, 6
OBP6OQ, B, 2, -inf, -inf, 6
4W88SH, G, 3, inf, -inf, 6
57VQP8, B, 4, -1, -inf, 6
4W88SH, G, 3, -1, -inf, -1
57VQP8, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
5WJZAB, G, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
5WJZAB, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
5WJZAB, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
99AGNJ, B, 4, -1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
99AGNJ, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
99AGNJ, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
DP4KWT, G, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
DP4KWT, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
DP4KWT, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
FYJ5GS, G, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
FYJ5GS, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
FYJ5GS, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
G6KWSZ, B, 4, -1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
G6KWSZ, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
KWA5U1, G, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
KWA5U1, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
KWA5U1, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
LYNPT4, B, 4, -1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
LYNPT4, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
LYNPT4, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
SH4601, G, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
SH4601, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
SH4601, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
TI082Q, B, 4, -1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
TI082Q, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
TI082Q, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
TROFOM, G, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
TROFOM, R, 4, 1, -inf, -1
4W88SH, G, 3, -1, -inf, -1
TROFOM, Y, 4, 11, -inf, -1
4W88SH, G, 3, -1, -inf, -1
OBP6OQ, B, 2, -1, -1, 6
4W88SH, R, 3, inf, -1, 6
57VQP8, B, 4, -9, -1, 6
4W88SH, R, 3, -9, -1, 6
OBP6OQ, B, 2, -1, -1, 6
4W88SH, Y, 3, inf, -1, 6
57VQP8, B, 4, 1, -1, 6
4W88SH, Y, 3, 1, -1, 1
57VQP8, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
5WJZAB, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
5WJZAB, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
5WJZAB, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
99AGNJ, B, 4, 1, -1, 1
4W88SH, Y, 3, 1, -1, 1
99AGNJ, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
DP4KWT, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
DP4KWT, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
DP4KWT, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
FYJ5GS, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
FYJ5GS, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
FYJ5GS, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
G6KWSZ, B, 4, 1, -1, 1
4W88SH, Y, 3, 1, -1, 1
KWA5U1, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
KWA5U1, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
KWA5U1, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
LYNPT4, B, 4, 1, -1, 1
4W88SH, Y, 3, 1, -1, 1
LYNPT4, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
LYNPT4, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
SH4601, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
SH4601, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
SH4601, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
TI082Q, B, 4, 1, -1, 1
4W88SH, Y, 3, 1, -1, 1
TI082Q, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
TI082Q, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
TROFOM, G, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
TROFOM, R, 4, 3, -1, 1
4W88SH, Y, 3, 1, -1, 1
TROFOM, Y, 4, 13, -1, 1
4W88SH, Y, 3, 1, -1, 1
OBP6OQ, B, 2, 1, 1, 6
57VQP8, B, 3, inf, 1, 6
4W88SH, G, 4, 18, 1, 6
57VQP8, B, 3, 18, 1, 6
4W88SH, R, 4, 8, 1, 6
57VQP8, B, 3, 8, 1, 6
4W88SH, Y, 4, 18, 1, 6
57VQP8, B, 3, 8, 1, 6
5WJZAB, G, 4, 18, 1, 6
57VQP8, B, 3, 8, 1, 6
5WJZAB, R, 4, 8, 1, 6
57VQP8, B, 3, 8, 1, 6
5WJZAB, Y, 4, 18, 1, 6
57VQP8, B, 3, 8, 1, 6
99AGNJ, B, 4, 6, 1, 6
57VQP8, B, 3, 6, 1, 6
99AGNJ, R, 4, 8, 1, 6
57VQP8, B, 3, 6, 1, 6
99AGNJ, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
DP4KWT, G, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
DP4KWT, R, 4, 8, 1, 6
57VQP8, B, 3, 6, 1, 6
DP4KWT, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
FYJ5GS, G, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
FYJ5GS, R, 4, 8, 1, 6
57VQP8, B, 3, 6, 1, 6
FYJ5GS, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
G6KWSZ, B, 4, 6, 1, 6
57VQP8, B, 3, 6, 1, 6
G6KWSZ, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
KWA5U1, G, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
KWA5U1, R, 4, 8, 1, 6
57VQP8, B, 3, 6, 1, 6
KWA5U1, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
SH4601, G, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
SH4601, R, 4, 8, 1, 6
57VQP8, B, 3, 6, 1, 6
SH4601, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
TI082Q, B, 4, 6, 1, 6
57VQP8, B, 3, 6, 1, 6
TI082Q, R, 4, 8, 1, 6
57VQP8, B, 3, 6, 1, 6
TI082Q, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
TROFOM, G, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
TROFOM, R, 4, 8, 1, 6
57VQP8, B, 3, 6, 1, 6
TROFOM, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
UD3BEB, G, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
UD3BEB, R, 4, 8, 1, 6
57VQP8, B, 3, 6, 1, 6
UD3BEB, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
ZHDMMH, G, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
ZHDMMH, R, 4, 8, 1, 6
57VQP8, B, 3, 6, 1, 6
ZHDMMH, Y, 4, 18, 1, 6
57VQP8, B, 3, 6, 1, 6
OBP6OQ, B, 2, 6, 1, 6
3JRRBS, B, 1, 6, -inf, 6
OBP6OQ, G, 2, -inf, -inf, 6
4W88SH, G, 3, inf, -inf, 6
57VQP8, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
57VQP8, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
5WJZAB, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
5WJZAB, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
5WJZAB, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
99AGNJ, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
99AGNJ, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
99AGNJ, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
DP4KWT, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
DP4KWT, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
DP4KWT, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
FYJ5GS, G, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
FYJ5GS, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
FYJ5GS, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
G6KWSZ, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
G6KWSZ, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
KWA5U1, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
KWA5U1, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
KWA5U1, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LYNPT4, B, 4, 11, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LYNPT4, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
LYNPT4, Y, 4, 23, -inf, 6
4W88SH, G, 3, 11, -inf, 6
SH4601, R, 4, 13, -inf, 6
4W88SH, G, 3, 11, -inf, 6
SH4601, Y, 4, 23, -inf, 6
